"Time","mYWW","mYHW","mYRW","mYHH","mYHR","mYRR","myWW","myHW","myRW","myHH","myHR","myRR","fXWW","fXHW","fXRW","fXHH","fXHR","fXRR"
18076,0,0,0,0,0,0,0,0,0,0,0,0,2436,472,0,0,0,0
18077,0,0,0,0,0,0,0,0,0,0,0,0,2425,467,0,0,0,0
18078,0,0,0,0,0,0,0,0,0,0,0,0,2454,459,0,0,0,0
18079,0,0,0,0,0,0,0,0,0,0,0,0,2449,476,0,0,0,0
18080,0,0,0,0,0,0,0,0,0,0,0,0,2461,449,0,0,0,0
18081,0,0,0,0,0,0,0,0,0,0,0,0,2492,448,0,0,0,0
18082,0,0,0,0,0,0,0,0,0,0,0,0,2498,460,0,0,0,0
18083,0,0,0,0,0,0,0,0,0,0,0,0,2529,475,0,0,0,0
18084,0,0,0,0,0,0,0,0,0,0,0,0,2541,469,0,0,0,0
18085,0,0,0,0,0,0,0,0,0,0,0,0,2586,464,0,0,0,0
18086,0,0,0,0,0,0,0,0,0,0,0,0,2606,475,0,0,0,0
18087,0,0,0,0,0,0,0,0,0,0,0,0,2573,472,0,0,0,0
18088,0,0,0,0,0,0,0,0,0,0,0,0,2569,455,0,0,0,0
18089,0,0,0,0,0,0,0,0,0,0,0,0,2573,444,0,0,0,0
18090,0,0,0,0,0,0,0,0,0,0,0,0,2567,452,0,0,0,0
18091,0,0,0,0,0,0,0,0,0,0,0,0,2568,465,0,0,0,0
18092,0,0,0,0,0,0,0,0,0,0,0,0,2573,468,0,0,0,0
18093,0,0,0,0,0,0,0,0,0,0,0,0,2555,473,0,0,0,0
18094,0,0,0,0,0,0,0,0,0,0,0,0,2549,486,0,0,0,0
18095,0,0,0,0,0,0,0,0,0,0,0,0,2521,497,0,0,0,0
18096,0,0,0,0,0,0,0,0,0,0,0,0,2566,499,0,0,0,0
18097,0,0,0,0,0,0,0,0,0,0,0,0,2572,500,0,0,0,0
18098,0,0,0,0,0,0,0,0,0,0,0,0,2604,484,0,0,0,0
18099,0,0,0,0,0,0,0,0,0,0,0,0,2584,479,0,0,0,0
18100,0,0,0,0,0,0,0,0,0,0,0,0,2591,463,0,0,0,0
18101,0,0,0,0,0,0,0,0,0,0,0,0,2629,456,0,0,0,0
18102,0,0,0,0,0,0,0,0,0,0,0,0,2625,457,0,0,0,0
18103,0,0,0,0,0,0,0,0,0,0,0,0,2639,460,0,0,0,0
18104,0,0,0,0,0,0,0,0,0,0,0,0,2648,471,0,0,0,0
18105,0,0,0,0,0,0,0,0,0,0,0,0,2645,481,0,0,0,0
18106,0,0,0,0,0,0,0,0,0,0,0,0,2668,474,0,0,0,0
18107,0,0,0,0,0,0,0,0,0,0,0,0,2718,468,0,0,0,0
18108,0,0,0,0,0,0,0,0,0,0,0,0,2754,473,0,0,0,0
18109,0,0,0,0,0,0,0,0,0,0,0,0,2755,476,0,0,0,0
18110,0,0,0,0,0,0,0,0,0,0,0,0,2731,469,0,0,0,0
18111,0,0,0,0,0,0,0,0,0,0,0,0,2720,473,0,0,0,0
18112,0,0,0,0,0,0,0,0,0,0,0,0,2706,476,0,0,0,0
18113,0,0,0,0,0,0,0,0,0,0,0,0,2720,458,0,0,0,0
18114,0,0,0,0,0,0,0,0,0,0,0,0,2694,455,0,0,0,0
18115,0,0,0,0,0,0,0,0,0,0,0,0,2737,457,0,0,0,0
18116,0,0,0,0,0,0,0,0,0,0,0,0,2709,456,0,0,0,0
18117,0,0,0,0,0,0,0,0,0,0,0,0,2673,472,0,0,0,0
18118,0,0,0,0,0,0,0,0,0,0,0,0,2674,488,0,0,0,0
18119,0,0,0,0,0,0,0,0,0,0,0,0,2677,482,0,0,0,0
18120,0,0,0,0,0,0,0,0,0,0,0,0,2632,501,0,0,0,0
18121,0,0,0,0,0,0,0,0,0,0,0,0,2620,522,0,0,0,0
18122,0,0,0,0,0,0,0,0,0,0,0,0,2589,529,0,0,0,0
18123,0,0,0,0,0,0,0,0,0,0,0,0,2658,518,0,0,0,0
18124,0,0,0,0,0,0,0,0,0,0,0,0,2683,536,0,0,0,0
18125,0,0,0,0,0,0,0,0,0,0,0,0,2714,522,0,0,0,0
18126,0,0,0,0,0,0,0,0,0,0,0,0,2704,521,0,0,0,0
18127,0,0,0,0,0,0,0,0,0,0,0,0,2695,518,0,0,0,0
18128,0,0,0,0,0,0,0,0,0,0,0,0,2686,496,0,0,0,0
18129,0,0,0,0,0,0,0,0,0,0,0,0,2675,494,0,0,0,0
18130,0,0,0,0,0,0,0,0,0,0,0,0,2700,493,0,0,0,0
18131,0,0,0,0,0,0,0,0,0,0,0,0,2708,498,0,0,0,0
18132,0,0,0,0,0,0,0,0,0,0,0,0,2706,497,0,0,0,0
18133,0,0,0,0,0,0,0,0,0,0,0,0,2719,481,0,0,0,0
18134,0,0,0,0,0,0,0,0,0,0,0,0,2721,484,0,0,0,0
18135,0,0,0,0,0,0,0,0,0,0,0,0,2710,483,0,0,0,0
18136,0,0,0,0,0,0,0,0,0,0,0,0,2705,493,0,0,0,0
18137,0,0,0,0,0,0,0,0,0,0,0,0,2709,485,0,0,0,0
18138,0,0,0,0,0,0,0,0,0,0,0,0,2653,496,0,0,0,0
18139,0,0,0,0,0,0,0,0,0,0,0,0,2627,507,0,0,0,0
18140,0,0,0,0,0,0,0,0,0,0,0,0,2634,537,0,0,0,0
18141,0,0,0,0,0,0,0,0,0,0,0,0,2642,540,0,0,0,0
18142,0,0,0,0,0,0,0,0,0,0,0,0,2649,526,0,0,0,0
18143,0,0,0,0,0,0,0,0,0,0,0,0,2629,518,0,0,0,0
18144,0,0,0,0,0,0,0,0,0,0,0,0,2602,511,0,0,0,0
18145,0,0,0,0,0,0,0,0,0,0,0,0,2616,511,0,0,0,0
18146,0,0,0,0,0,0,0,0,0,0,0,0,2577,498,0,0,0,0
18147,0,0,0,0,0,0,0,0,0,0,0,0,2536,500,0,0,0,0
18148,0,0,0,0,0,0,0,0,0,0,0,0,2498,506,0,0,0,0
18149,0,0,0,0,0,0,0,0,0,0,0,0,2497,518,0,0,0,0
18150,0,0,0,0,0,0,0,0,0,0,0,0,2491,527,0,0,0,0
18151,0,0,0,0,0,0,0,0,0,0,0,0,2482,517,0,0,0,0
18152,0,0,0,0,0,0,0,0,0,0,0,0,2464,515,0,0,0,0
18153,0,0,0,0,0,0,0,0,0,0,0,0,2438,509,0,0,0,0
18154,0,0,0,0,0,0,0,0,0,0,0,0,2475,513,0,0,0,0
18155,0,0,0,0,0,0,0,0,0,0,0,0,2433,506,0,0,0,0
18156,0,0,0,0,0,0,0,0,0,0,0,0,2411,528,0,0,0,0
18157,0,0,0,0,0,0,0,0,0,0,0,0,2392,527,0,0,0,0
18158,0,0,0,0,0,0,0,0,0,0,0,0,2429,538,0,0,0,0
18159,0,0,0,0,0,0,0,0,0,0,0,0,2427,512,0,0,0,0
18160,0,0,0,0,0,0,0,0,0,0,0,0,2494,508,0,0,0,0
18161,0,0,0,0,0,0,0,0,0,0,0,0,2474,490,0,0,0,0
18162,0,0,0,0,0,0,0,0,0,0,0,0,2466,471,0,0,0,0
18163,0,0,0,0,0,0,0,0,0,0,0,0,2451,486,0,0,0,0
18164,0,0,0,0,0,0,0,0,0,0,0,0,2458,481,0,0,0,0
18165,0,0,0,0,0,0,0,0,0,0,0,0,2456,489,0,0,0,0
18166,0,0,0,0,0,0,0,0,0,0,0,0,2462,492,0,0,0,0
18167,0,0,0,0,0,0,0,0,0,0,0,0,2475,500,0,0,0,0
18168,0,0,0,0,0,0,0,0,0,0,0,0,2478,500,0,0,0,0
18169,0,0,0,0,0,0,0,0,0,0,0,0,2498,498,0,0,0,0
18170,0,0,0,0,0,0,0,0,0,0,0,0,2424,502,0,0,0,0
18171,0,0,0,0,0,0,0,0,0,0,0,0,2479,514,0,0,0,0
18172,0,0,0,0,0,0,0,0,0,0,0,0,2480,518,0,0,0,0
18173,0,0,0,0,0,0,0,0,0,0,0,0,2441,511,0,0,0,0
18174,0,0,0,0,0,0,0,0,0,0,0,0,2470,488,0,0,0,0
18175,0,0,0,0,0,0,0,0,0,0,0,0,2504,488,0,0,0,0
18176,0,0,0,0,0,0,0,0,0,0,0,0,2489,490,0,0,0,0
18177,0,0,0,0,0,0,0,0,0,0,0,0,2510,476,0,0,0,0
18178,0,0,0,0,0,0,0,0,0,0,0,0,2503,470,0,0,0,0
18179,0,0,0,0,0,0,0,0,0,0,0,0,2531,462,0,0,0,0
18180,0,0,0,0,0,0,0,0,0,0,0,0,2588,451,0,0,0,0
18181,0,0,0,0,0,0,0,0,0,0,0,0,2538,447,0,0,0,0
18182,0,0,0,0,0,0,0,0,0,0,0,0,2540,441,0,0,0,0
18183,0,0,0,0,0,0,0,0,0,0,0,0,2559,437,0,0,0,0
18184,0,0,0,0,0,0,0,0,0,0,0,0,2546,425,0,0,0,0
18185,0,0,0,0,0,0,0,0,0,0,0,0,2598,415,0,0,0,0
18186,0,0,0,0,0,0,0,0,0,0,0,0,2615,427,0,0,0,0
18187,0,0,0,0,0,0,0,0,0,0,0,0,2623,437,0,0,0,0
18188,0,0,0,0,0,0,0,0,0,0,0,0,2658,426,0,0,0,0
18189,0,0,0,0,0,0,0,0,0,0,0,0,2651,421,0,0,0,0
18190,0,0,0,0,0,0,0,0,0,0,0,0,2658,431,0,0,0,0
18191,0,0,0,0,0,0,0,0,0,0,0,0,2693,442,0,0,0,0
18192,0,0,0,0,0,0,0,0,0,0,0,0,2701,442,0,0,0,0
18193,0,0,0,0,0,0,0,0,0,0,0,0,2718,444,0,0,0,0
18194,0,0,0,0,0,0,0,0,0,0,0,0,2720,420,0,0,0,0
18195,0,0,0,0,0,0,0,0,0,0,0,0,2714,455,0,0,0,0
18196,0,0,0,0,0,0,0,0,0,0,0,0,2678,459,0,0,0,0
18197,0,0,0,0,0,0,0,0,0,0,0,0,2667,459,0,0,0,0
18198,0,0,0,0,0,0,0,0,0,0,0,0,2660,462,0,0,0,0
18199,0,0,0,0,0,0,0,0,0,0,0,0,2652,454,0,0,0,0
18200,0,0,0,0,0,0,0,0,0,0,0,0,2654,445,0,0,0,0
18201,0,0,0,0,0,0,0,0,0,0,0,0,2625,455,0,0,0,0
18202,0,0,0,0,0,0,0,0,0,0,0,0,2622,452,0,0,0,0
18203,0,0,0,0,0,0,0,0,0,0,0,0,2610,446,0,0,0,0
18204,0,0,0,0,0,0,0,0,0,0,0,0,2605,455,0,0,0,0
18205,0,0,0,0,0,0,0,0,0,0,0,0,2629,471,0,0,0,0
18206,0,0,0,0,0,0,0,0,0,0,0,0,2665,461,0,0,0,0
18207,0,0,0,0,0,0,0,0,0,0,0,0,2662,462,0,0,0,0
18208,0,0,0,0,0,0,0,0,0,0,0,0,2636,472,0,0,0,0
18209,0,0,0,0,0,0,0,0,0,0,0,0,2648,482,0,0,0,0
18210,0,0,0,0,0,0,0,0,0,0,0,0,2600,505,0,0,0,0
18211,0,0,0,0,0,0,0,0,0,0,0,0,2605,505,0,0,0,0
18212,0,0,0,0,0,0,0,0,0,0,0,0,2611,511,0,0,0,0
18213,0,0,0,0,0,0,0,0,0,0,0,0,2589,526,0,0,0,0
18214,0,0,0,0,0,0,0,0,0,0,0,0,2607,515,0,0,0,0
18215,0,0,0,0,0,0,0,0,0,0,0,0,2593,492,0,0,0,0
18216,0,0,0,0,0,0,0,0,0,0,0,0,2573,482,0,0,0,0
18217,0,0,0,0,0,0,0,0,0,0,0,0,2565,470,0,0,0,0
18218,0,0,0,0,0,0,0,0,0,0,0,0,2547,456,0,0,0,0
18219,0,0,0,0,0,0,0,0,0,0,0,0,2553,470,0,0,0,0
18220,0,0,0,0,0,0,0,0,0,0,0,0,2533,464,0,0,0,0
18221,0,0,0,0,0,0,0,0,0,0,0,0,2520,477,0,0,0,0
18222,0,0,0,0,0,0,0,0,0,0,0,0,2535,466,0,0,0,0
18223,0,0,0,0,0,0,0,0,0,0,0,0,2548,463,0,0,0,0
18224,0,0,0,0,0,0,0,0,0,0,0,0,2526,471,0,0,0,0
18225,0,0,0,0,0,0,0,0,0,0,0,0,2533,477,0,0,0,0
18226,0,0,0,0,0,0,0,0,0,0,0,0,2511,475,0,0,0,0
18227,0,0,0,0,0,0,0,0,0,0,0,0,2537,468,0,0,0,0
18228,0,0,0,0,0,0,0,0,0,0,0,0,2516,467,0,0,0,0
18229,0,0,0,0,0,0,0,0,0,0,0,0,2527,467,0,0,0,0
18230,0,0,0,0,0,0,0,0,0,0,0,0,2520,494,0,0,0,0
18231,0,0,0,0,0,0,0,0,0,0,0,0,2551,494,0,0,0,0
18232,0,0,0,0,0,0,0,0,0,0,0,0,2557,509,0,0,0,0
18233,0,0,0,0,0,0,0,0,0,0,0,0,2547,524,0,0,0,0
18234,0,0,0,0,0,0,0,0,0,0,0,0,2494,528,0,0,0,0
18235,0,0,0,0,0,0,0,0,0,0,0,0,2511,532,0,0,0,0
18236,0,0,0,0,0,0,0,0,0,0,0,0,2484,512,0,0,0,0
18237,0,0,0,0,0,0,0,0,0,0,0,0,2449,497,0,0,0,0
18238,0,0,0,0,0,0,0,0,0,0,0,0,2503,489,0,0,0,0
18239,0,0,0,0,0,0,0,0,0,0,0,0,2454,489,0,0,0,0
18240,0,0,0,0,0,0,0,0,0,0,0,0,2483,498,0,0,0,0
18241,0,0,0,0,0,0,0,0,0,0,0,0,2441,485,0,0,0,0
18242,0,0,0,0,0,0,0,0,0,0,0,0,2447,477,0,0,0,0
18243,0,0,0,0,0,0,0,0,0,0,0,0,2447,468,0,0,0,0
18244,0,0,0,0,0,0,0,0,0,0,0,0,2433,459,0,0,0,0
18245,0,0,0,0,0,0,0,0,0,0,0,0,2475,461,0,0,0,0
18246,0,0,0,0,0,0,0,0,0,0,0,0,2458,462,0,0,0,0
18247,0,0,0,0,0,0,0,0,0,0,0,0,2520,484,0,0,0,0
18248,0,0,0,0,0,0,0,0,0,0,0,0,2560,470,0,0,0,0
18249,0,0,0,0,0,0,0,0,0,0,0,0,2564,458,0,0,0,0
18250,0,0,0,0,0,0,0,0,0,0,0,0,2523,451,0,0,0,0
18251,0,0,0,0,0,0,0,0,0,0,0,0,2552,466,0,0,0,0
18252,0,0,0,0,0,0,0,0,0,0,0,0,2618,470,0,0,0,0
18253,0,0,0,0,0,0,0,0,0,0,0,0,2634,470,0,0,0,0
18254,0,0,0,0,0,0,0,0,0,0,0,0,2640,486,0,0,0,0
18255,0,0,0,0,0,0,0,0,0,0,0,0,2617,482,0,0,0,0
18256,0,0,0,0,0,0,0,0,0,0,0,0,2622,474,0,0,0,0
18257,0,0,0,0,0,0,0,0,0,0,0,0,2648,478,0,0,0,0
18258,0,0,0,0,0,0,0,0,0,0,0,0,2644,486,0,0,0,0
18259,0,0,0,0,0,0,0,0,0,0,0,0,2589,488,0,0,0,0
18260,0,0,0,0,0,0,0,0,0,0,0,0,2583,494,0,0,0,0
18261,0,0,0,0,0,0,0,0,0,0,0,0,2572,486,0,0,0,0
18262,0,0,0,0,0,0,0,0,0,0,0,0,2577,480,0,0,0,0
18263,0,0,0,0,0,0,0,0,0,0,0,0,2572,475,0,0,0,0
18264,0,0,0,0,0,0,0,0,0,0,0,0,2541,478,0,0,0,0
18265,0,0,0,0,0,0,0,0,0,0,0,0,2538,469,0,0,0,0
18266,0,0,0,0,0,0,0,0,0,0,0,0,2577,464,0,0,0,0
18267,0,0,0,0,0,0,0,0,0,0,0,0,2572,475,0,0,0,0
18268,0,0,0,0,0,0,0,0,0,0,0,0,2557,478,0,0,0,0
18269,0,0,0,0,0,0,0,0,0,0,0,0,2557,479,0,0,0,0
18270,0,0,0,0,0,0,0,0,0,0,0,0,2582,482,0,0,0,0
18271,0,0,0,0,0,0,0,0,0,0,0,0,2589,476,0,0,0,0
18272,0,0,0,0,0,0,0,0,0,0,0,0,2602,497,0,0,0,0
18273,0,0,0,0,0,0,0,0,0,0,0,0,2618,502,0,0,0,0
18274,0,0,0,0,0,0,0,0,0,0,0,0,2627,496,0,0,0,0
18275,0,0,0,0,0,0,0,0,0,0,0,0,2622,484,0,0,0,0
18276,0,0,0,0,0,0,0,0,0,0,0,0,2617,476,0,0,0,0
18277,0,0,0,0,0,0,0,0,0,0,0,0,2571,474,0,0,0,0
18278,0,0,0,0,0,0,0,0,0,0,0,0,2589,470,0,0,0,0
18279,0,0,0,0,0,0,0,0,0,0,0,0,2652,470,0,0,0,0
18280,0,0,0,0,0,0,0,0,0,0,0,0,2663,457,0,0,0,0
18281,0,0,0,0,0,0,0,0,0,0,0,0,2684,468,0,0,0,0
18282,0,0,0,0,0,0,0,0,0,0,0,0,2706,471,0,0,0,0
18283,0,0,0,0,0,0,0,0,0,0,0,0,2686,485,0,0,0,0
18284,0,0,0,0,0,0,0,0,0,0,0,0,2662,490,0,0,0,0
18285,0,0,0,0,0,0,0,0,0,0,0,0,2654,481,0,0,0,0
18286,0,0,0,0,0,0,0,0,0,0,0,0,2663,498,0,0,0,0
18287,0,0,0,0,0,0,0,0,0,0,0,0,2638,497,0,0,0,0
18288,0,0,0,0,0,0,0,0,0,0,0,0,2652,474,0,0,0,0
18289,0,0,0,0,0,0,0,0,0,0,0,0,2676,474,0,0,0,0
18290,0,0,0,0,0,0,0,0,0,0,0,0,2670,486,0,0,0,0
18291,0,0,0,0,0,0,0,0,0,0,0,0,2647,475,0,0,0,0
18292,0,0,0,0,0,0,0,0,0,0,0,0,2680,482,0,0,0,0
18293,0,0,0,0,0,0,0,0,0,0,0,0,2675,474,0,0,0,0
18294,0,0,0,0,0,0,0,0,0,0,0,0,2662,475,0,0,0,0
18295,0,0,0,0,0,0,0,0,0,0,0,0,2658,460,0,0,0,0
18296,0,0,0,0,0,0,0,0,0,0,0,0,2670,444,0,0,0,0
18297,0,0,0,0,0,0,0,0,0,0,0,0,2650,435,0,0,0,0
18298,0,0,0,0,0,0,0,0,0,0,0,0,2648,445,0,0,0,0
18299,0,0,0,0,0,0,0,0,0,0,0,0,2599,442,0,0,0,0
18300,0,0,0,0,0,0,0,0,0,0,0,0,2565,441,0,0,0,0
18301,0,0,0,0,0,0,0,0,0,0,0,0,2603,428,0,0,0,0
18302,0,0,0,0,0,0,0,0,0,0,0,0,2588,420,0,0,0,0
18303,0,0,0,0,0,0,0,0,0,0,0,0,2585,416,0,0,0,0
18304,0,0,0,0,0,0,0,0,0,0,0,0,2608,435,0,0,0,0
18305,0,0,0,0,0,0,0,0,0,0,0,0,2594,463,0,0,0,0
18306,0,0,0,0,0,0,0,0,0,0,0,0,2625,471,0,0,0,0
18307,0,0,0,0,0,0,0,0,0,0,0,0,2574,460,0,0,0,0
18308,0,0,0,0,0,0,0,0,0,0,0,0,2570,467,0,0,0,0
18309,0,0,0,0,0,0,0,0,0,0,0,0,2549,468,0,0,0,0
18310,0,0,0,0,0,0,0,0,0,0,0,0,2547,451,0,0,0,0
18311,0,0,0,0,0,0,0,0,0,0,0,0,2566,451,0,0,0,0
18312,0,0,0,0,0,0,0,0,0,0,0,0,2562,451,0,0,0,0
18313,0,0,0,0,0,0,0,0,0,0,0,0,2566,462,0,0,0,0
18314,0,0,0,0,0,0,0,0,0,0,0,0,2603,476,0,0,0,0
18315,0,0,0,0,0,0,0,0,0,0,0,0,2629,475,0,0,0,0
18316,0,0,0,0,0,0,0,0,0,0,0,0,2597,488,0,0,0,0
18317,0,0,0,0,0,0,0,0,0,0,0,0,2592,501,0,0,0,0
18318,0,0,0,0,0,0,0,0,0,0,0,0,2560,480,0,0,0,0
18319,0,0,0,0,0,0,0,0,0,0,0,0,2532,476,0,0,0,0
18320,0,0,0,0,0,0,0,0,0,0,0,0,2488,466,0,0,0,0
18321,0,0,0,0,0,0,0,0,0,0,0,0,2471,473,0,0,0,0
18322,0,0,0,0,0,0,0,0,0,0,0,0,2489,460,0,0,0,0
18323,0,0,0,0,0,0,0,0,0,0,0,0,2473,466,0,0,0,0
18324,0,0,0,0,0,0,0,0,0,0,0,0,2499,467,0,0,0,0
18325,0,0,0,0,0,0,0,0,0,0,0,0,2539,469,0,0,0,0
18326,0,0,0,0,0,0,0,0,0,0,0,0,2547,455,0,0,0,0
18327,0,0,0,0,0,0,0,0,0,0,0,0,2551,445,0,0,0,0
18328,0,0,0,0,0,0,0,0,0,0,0,0,2561,457,0,0,0,0
18329,0,0,0,0,0,0,0,0,0,0,0,0,2573,453,0,0,0,0
18330,0,0,0,0,0,0,0,0,0,0,0,0,2533,461,0,0,0,0
18331,0,0,0,0,0,0,0,0,0,0,0,0,2533,461,0,0,0,0
18332,0,0,0,0,0,0,0,0,0,0,0,0,2521,460,0,0,0,0
18333,0,0,0,0,0,0,0,0,0,0,0,0,2508,463,0,0,0,0
18334,0,0,0,0,0,0,0,0,0,0,0,0,2541,453,0,0,0,0
18335,0,0,0,0,0,0,0,0,0,0,0,0,2548,444,0,0,0,0
18336,0,0,0,0,0,0,0,0,0,0,0,0,2554,440,0,0,0,0
18337,0,0,0,0,0,0,0,0,0,0,0,0,2488,461,0,0,0,0
18338,0,0,0,0,0,0,0,0,0,0,0,0,2529,461,0,0,0,0
18339,0,0,0,0,0,0,0,0,0,0,0,0,2534,473,0,0,0,0
18340,0,0,0,0,0,0,0,0,0,0,0,0,2536,490,0,0,0,0
18341,0,0,0,0,0,0,0,0,0,0,0,0,2525,501,0,0,0,0
18342,0,0,0,0,0,0,0,0,0,0,0,0,2532,489,0,0,0,0
18343,0,0,0,0,0,0,0,0,0,0,0,0,2542,480,0,0,0,0
18344,0,0,0,0,0,0,0,0,0,0,0,0,2538,470,0,0,0,0
18345,0,0,0,0,0,0,0,0,0,0,0,0,2563,475,0,0,0,0
18346,0,0,0,0,0,0,0,0,0,0,0,0,2562,470,0,0,0,0
18347,0,0,0,0,0,0,0,0,0,0,0,0,2585,474,0,0,0,0
18348,0,0,0,0,0,0,0,0,0,0,0,0,2613,494,0,0,0,0
18349,0,0,0,0,0,0,0,0,0,0,0,0,2641,472,0,0,0,0
18350,0,0,0,0,0,0,0,0,0,0,0,0,2695,458,0,0,0,0
18351,0,0,0,0,0,0,0,0,0,0,0,0,2656,453,0,0,0,0
18352,0,0,0,0,0,0,0,0,0,0,0,0,2629,454,0,0,0,0
18353,0,0,0,0,0,0,0,0,0,0,0,0,2617,446,0,0,0,0
18354,0,0,0,0,0,0,0,0,0,0,0,0,2664,476,0,0,0,0
18355,0,0,0,0,0,0,0,0,0,0,0,0,2653,477,0,0,0,0
18356,0,0,0,0,0,0,0,0,0,0,0,0,2646,455,0,0,0,0
18357,0,0,0,0,0,0,0,0,0,0,0,0,2659,448,0,0,0,0
18358,0,0,0,0,0,0,0,0,0,0,0,0,2659,455,0,0,0,0
18359,0,0,0,0,0,0,0,0,0,0,0,0,2678,457,0,0,0,0
18360,0,0,0,0,0,0,0,0,0,0,0,0,2705,454,0,0,0,0
18361,0,0,0,0,0,0,0,0,0,0,0,0,2687,444,0,0,0,0
18362,0,0,0,0,0,0,0,0,0,0,0,0,2674,432,0,0,0,0
18363,0,0,0,0,0,0,0,0,0,0,0,0,2718,426,0,0,0,0
18364,0,0,0,0,0,0,0,0,0,0,0,0,2682,422,0,0,0,0
18365,0,0,0,0,0,0,0,0,0,0,0,0,2698,421,0,0,0,0
18366,0,0,0,0,0,0,0,0,0,0,0,0,2685,423,0,0,0,0
18367,0,0,0,0,0,0,0,0,0,0,0,0,2697,420,0,0,0,0
18368,0,0,0,0,0,0,0,0,0,0,0,0,2685,413,0,0,0,0
18369,0,0,0,0,0,0,0,0,0,0,0,0,2664,410,0,0,0,0
18370,0,0,0,0,0,0,0,0,0,0,0,0,2638,398,0,0,0,0
18371,0,0,0,0,0,0,0,0,0,0,0,0,2611,388,0,0,0,0
18372,0,0,0,0,0,0,0,0,0,0,0,0,2651,401,0,0,0,0
18373,0,0,0,0,0,0,0,0,0,0,0,0,2624,398,0,0,0,0
18374,0,0,0,0,0,0,0,0,0,0,0,0,2653,399,0,0,0,0
18375,0,0,0,0,0,0,0,0,0,0,0,0,2649,397,0,0,0,0
18376,0,0,0,0,0,0,0,0,0,0,0,0,2661,394,0,0,0,0
18377,0,0,0,0,0,0,0,0,0,0,0,0,2693,407,0,0,0,0
18378,0,0,0,0,0,0,0,0,0,0,0,0,2690,410,0,0,0,0
18379,0,0,0,0,0,0,0,0,0,0,0,0,2675,397,0,0,0,0
18380,0,0,0,0,0,0,0,0,0,0,0,0,2671,405,0,0,0,0
18381,0,0,0,0,0,0,0,0,0,0,0,0,2720,400,0,0,0,0
18382,0,0,0,0,0,0,0,0,0,0,0,0,2706,428,0,0,0,0
18383,0,0,0,0,0,0,0,0,0,0,0,0,2683,424,0,0,0,0
18384,0,0,0,0,0,0,0,0,0,0,0,0,2690,424,0,0,0,0
18385,0,0,0,0,0,0,0,0,0,0,0,0,2702,423,0,0,0,0
18386,0,0,0,0,0,0,0,0,0,0,0,0,2668,426,0,0,0,0
18387,0,0,0,0,0,0,0,0,0,0,0,0,2644,413,0,0,0,0
18388,0,0,0,0,0,0,0,0,0,0,0,0,2643,404,0,0,0,0
18389,0,0,0,0,0,0,0,0,0,0,0,0,2605,400,0,0,0,0
18390,0,0,0,0,0,0,0,0,0,0,0,0,2585,390,0,0,0,0
18391,0,0,0,0,0,0,0,0,0,0,0,0,2575,388,0,0,0,0
18392,0,0,0,0,0,0,0,0,0,0,0,0,2533,400,0,0,0,0
18393,0,0,0,0,0,0,0,0,0,0,0,0,2566,387,0,0,0,0
18394,0,0,0,0,0,0,0,0,0,0,0,0,2596,399,0,0,0,0
18395,0,0,0,0,0,0,0,0,0,0,0,0,2586,398,0,0,0,0
18396,0,0,0,0,0,0,0,0,0,0,0,0,2585,407,0,0,0,0
18397,0,0,0,0,0,0,0,0,0,0,0,0,2558,412,0,0,0,0
18398,0,0,0,0,0,0,0,0,0,0,0,0,2513,401,0,0,0,0
18399,0,0,0,0,0,0,0,0,0,0,0,0,2511,394,0,0,0,0
18400,0,0,0,0,0,0,0,0,0,0,0,0,2535,393,0,0,0,0
18401,0,0,0,0,0,0,0,0,0,0,0,0,2541,416,0,0,0,0
18402,0,0,0,0,0,0,0,0,0,0,0,0,2541,421,0,0,0,0
18403,0,0,0,0,0,0,0,0,0,0,0,0,2612,427,0,0,0,0
18404,0,0,0,0,0,0,0,0,0,0,0,0,2582,435,0,0,0,0
18405,0,0,0,0,0,0,0,0,0,0,0,0,2570,449,0,0,0,0
18406,0,0,0,0,0,0,0,0,0,0,0,0,2572,462,0,0,0,0
18407,0,0,0,0,0,0,0,0,0,0,0,0,2592,435,0,0,0,0
18408,0,0,0,0,0,0,0,0,0,0,0,0,2624,439,0,0,0,0
18409,0,0,0,0,0,0,0,0,0,0,0,0,2600,438,0,0,0,0
18410,0,0,0,0,0,0,0,0,0,0,0,0,2601,433,0,0,0,0
18411,0,0,0,0,0,0,0,0,0,0,0,0,2638,452,0,0,0,0
18412,0,0,0,0,0,0,0,0,0,0,0,0,2613,459,0,0,0,0
18413,0,0,0,0,0,0,0,0,0,0,0,0,2578,434,0,0,0,0
18414,0,0,0,0,0,0,0,0,0,0,0,0,2561,445,0,0,0,0
18415,0,0,0,0,0,0,0,0,0,0,0,0,2531,457,0,0,0,0
18416,0,0,0,0,0,0,0,0,0,0,0,0,2571,449,0,0,0,0
18417,0,0,0,0,0,0,0,0,0,0,0,0,2597,450,0,0,0,0
18418,0,0,0,0,0,0,0,0,0,0,0,0,2564,442,0,0,0,0
18419,0,0,0,0,0,0,0,0,0,0,0,0,2544,422,0,0,0,0
18420,0,0,0,0,0,0,0,0,0,0,0,0,2505,414,0,0,0,0
18421,0,0,0,0,0,0,0,0,0,0,0,0,2499,430,0,0,0,0
18422,0,0,0,0,0,0,0,0,0,0,0,0,2491,416,0,0,0,0
